g_ac_id,g_ac,g_block,g_gp,g_district,g_pc,Sl..No..of.PCs,Notified.Area.Council..NAC.,Municipality..M.,Municipal.Corporation..MC.,Outgrowth..OG.,g_match_id
114,114 ekamra?bhubaneswar,bhubaneswar (mc),bhubaneswar (m corp.) -ward no.41,khurda,bhubaneswar,18,NA,NA,bhubaneswar (mc),NA,1623
114,114 ekamra?bhubaneswar,bhubaneswar (mc),bhubaneswar (m corp.) -ward no.42,khurda,bhubaneswar,18,NA,NA,bhubaneswar (mc),NA,1624
114,114 ekamra?bhubaneswar,bhubaneswar (mc),bhubaneswar (m corp.) -ward no.43,khurda,bhubaneswar,18,NA,NA,bhubaneswar (mc),NA,1625
114,114 ekamra?bhubaneswar,bhubaneswar (mc),bhubaneswar (m corp.) -ward no.44,khurda,bhubaneswar,18,NA,NA,bhubaneswar (mc),NA,1626
114,114 ekamra?bhubaneswar,bhubaneswar (mc),bhubaneswar (m corp.) -ward no.45,khurda,bhubaneswar,18,NA,NA,bhubaneswar (mc),NA,1627
114,114 ekamra?bhubaneswar,bhubaneswar (mc),bhubaneswar (m corp.) -ward no.46,khurda,bhubaneswar,18,NA,NA,bhubaneswar (mc),NA,1628
114,114 ekamra?bhubaneswar,bhubaneswar (mc),bhubaneswar (m corp.) -ward no.47,khurda,bhubaneswar,18,NA,NA,bhubaneswar (mc),NA,1629
115,115 jatani,jatani (m),industrial and colony area (og) e.block no. 92-99 - ward no.22,khurda,bhubaneswar,18,NA,jatani (m),NA,NA,1630
115,115 jatani,jatani (m),industrial and colony area (og) e.block no. 92-99 - ward no.23,khurda,bhubaneswar,18,NA,jatani (m),NA,NA,1631
115,115 jatani,jatani (m),industrial and colony area (og) e.block no. 92-99 - ward no.24,khurda,bhubaneswar,18,NA,jatani (m),NA,NA,1632
115,115 jatani,jatani (m),jatani (m) - ward no.1,khurda,bhubaneswar,18,NA,jatani (m),NA,NA,1633
115,115 jatani,jatani (m),jatani (m) - ward no.10,khurda,bhubaneswar,18,NA,jatani (m),NA,NA,1634
115,115 jatani,jatani (m),jatani (m) - ward no.11,khurda,bhubaneswar,18,NA,jatani (m),NA,NA,1635
115,115 jatani,jatani (m),jatani (m) - ward no.12,khurda,bhubaneswar,18,NA,jatani (m),NA,NA,1636
115,115 jatani,jatani (m),jatani (m) - ward no.13,khurda,bhubaneswar,18,NA,jatani (m),NA,NA,1637
115,115 jatani,jatani (m),jatani (m) - ward no.14,khurda,bhubaneswar,18,NA,jatani (m),NA,NA,1638
115,115 jatani,jatani (m),jatani (m) - ward no.15,khurda,bhubaneswar,18,NA,jatani (m),NA,NA,1639
115,115 jatani,jatani (m),jatani (m) - ward no.16,khurda,bhubaneswar,18,NA,jatani (m),NA,NA,1640
115,115 jatani,jatani (m),jatani (m) - ward no.17,khurda,bhubaneswar,18,NA,jatani (m),NA,NA,1641
115,115 jatani,jatani (m),jatani (m) - ward no.18,khurda,bhubaneswar,18,NA,jatani (m),NA,NA,1642
115,115 jatani,jatani (m),jatani (m) - ward no.19,khurda,bhubaneswar,18,NA,jatani (m),NA,NA,1643
115,115 jatani,jatani (m),jatani (m) - ward no.2,khurda,bhubaneswar,18,NA,jatani (m),NA,NA,1644
115,115 jatani,jatani (m),jatani (m) - ward no.20,khurda,bhubaneswar,18,NA,jatani (m),NA,NA,1645
115,115 jatani,jatani (m),jatani (m) - ward no.21,khurda,bhubaneswar,18,NA,jatani (m),NA,NA,1646
115,115 jatani,jatani (m),jatani (m) - ward no.3,khurda,bhubaneswar,18,NA,jatani (m),NA,NA,1647
115,115 jatani,jatani (m),jatani (m) - ward no.4,khurda,bhubaneswar,18,NA,jatani (m),NA,NA,1648
115,115 jatani,jatani (m),jatani (m) - ward no.5,khurda,bhubaneswar,18,NA,jatani (m),NA,NA,1649
115,115 jatani,jatani (m),jatani (m) - ward no.6,khurda,bhubaneswar,18,NA,jatani (m),NA,NA,1650
115,115 jatani,jatani (m),jatani (m) - ward no.7,khurda,bhubaneswar,18,NA,jatani (m),NA,NA,1651
115,115 jatani,jatani (m),jatani (m) - ward no.8,khurda,bhubaneswar,18,NA,jatani (m),NA,NA,1652
115,115 jatani,jatani (m),jatani (m) - ward no.9,khurda,bhubaneswar,18,NA,jatani (m),NA,NA,1653
117,117 khurda,khurda (m),khordha (m) - ward no.1,khurda,bhubaneswar,18,NA,khurda (m),NA,NA,1654
117,117 khurda,khurda (m),khordha (m) - ward no.10,khurda,bhubaneswar,18,NA,khurda (m),NA,NA,1655
117,117 khurda,khurda (m),khordha (m) - ward no.11,khurda,bhubaneswar,18,NA,khurda (m),NA,NA,1656
117,117 khurda,khurda (m),khordha (m) - ward no.12,khurda,bhubaneswar,18,NA,khurda (m),NA,NA,1657
117,117 khurda,khurda (m),khordha (m) - ward no.13,khurda,bhubaneswar,18,NA,khurda (m),NA,NA,1658
117,117 khurda,khurda (m),khordha (m) - ward no.14,khurda,bhubaneswar,18,NA,khurda (m),NA,NA,1659
117,117 khurda,khurda (m),khordha (m) - ward no.15,khurda,bhubaneswar,18,NA,khurda (m),NA,NA,1660
117,117 khurda,khurda (m),khordha (m) - ward no.16,khurda,bhubaneswar,18,NA,khurda (m),NA,NA,1661
117,117 khurda,khurda (m),khordha (m) - ward no.17,khurda,bhubaneswar,18,NA,khurda (m),NA,NA,1662
117,117 khurda,khurda (m),khordha (m) - ward no.18,khurda,bhubaneswar,18,NA,khurda (m),NA,NA,1663
117,117 khurda,khurda (m),khordha (m) - ward no.19,khurda,bhubaneswar,18,NA,khurda (m),NA,NA,1664
117,117 khurda,khurda (m),khordha (m) - ward no.2,khurda,bhubaneswar,18,NA,khurda (m),NA,NA,1665
117,117 khurda,khurda (m),khordha (m) - ward no.20,khurda,bhubaneswar,18,NA,khurda (m),NA,NA,1666
117,117 khurda,khurda (m),khordha (m) - ward no.21,khurda,bhubaneswar,18,NA,khurda (m),NA,NA,1667
117,117 khurda,khurda (m),khordha (m) - ward no.22,khurda,bhubaneswar,18,NA,khurda (m),NA,NA,1668
117,117 khurda,khurda (m),khordha (m) - ward no.3,khurda,bhubaneswar,18,NA,khurda (m),NA,NA,1669
117,117 khurda,khurda (m),khordha (m) - ward no.4,khurda,bhubaneswar,18,NA,khurda (m),NA,NA,1670
117,117 khurda,khurda (m),khordha (m) - ward no.5,khurda,bhubaneswar,18,NA,khurda (m),NA,NA,1671
117,117 khurda,khurda (m),khordha (m) - ward no.6,khurda,bhubaneswar,18,NA,khurda (m),NA,NA,1672
117,117 khurda,khurda (m),khordha (m) - ward no.7,khurda,bhubaneswar,18,NA,khurda (m),NA,NA,1673
117,117 khurda,khurda (m),khordha (m) - ward no.8,khurda,bhubaneswar,18,NA,khurda (m),NA,NA,1674
117,117 khurda,khurda (m),khordha (m) - ward no.9,khurda,bhubaneswar,18,NA,khurda (m),NA,NA,1675
124,124 polasara,buguda (nac),buguda (nac) - ward no.1,ganjam,aska,19,buguda (nac),NA,NA,NA,1676
124,124 polasara,buguda (nac),buguda (nac) - ward no.10,ganjam,aska,19,buguda (nac),NA,NA,NA,1677
124,124 polasara,buguda (nac),buguda (nac) - ward no.11,ganjam,aska,19,buguda (nac),NA,NA,NA,1678
124,124 polasara,buguda (nac),buguda (nac) - ward no. 12,ganjam,aska,19,buguda (nac),NA,NA,NA,1679
124,124 polasara,buguda (nac),buguda (nac) - ward no. 13,ganjam,aska,19,buguda (nac),NA,NA,NA,1680
124,124 polasara,buguda (nac),buguda (nac) - ward no.2,ganjam,aska,19,buguda (nac),NA,NA,NA,1681
124,124 polasara,buguda (nac),buguda (nac) - ward no.3,ganjam,aska,19,buguda (nac),NA,NA,NA,1682
124,124 polasara,buguda (nac),buguda (nac) - ward no.4,ganjam,aska,19,buguda (nac),NA,NA,NA,1683
124,124 polasara,buguda (nac),buguda (nac) - ward no.5,ganjam,aska,19,buguda (nac),NA,NA,NA,1684
124,124 polasara,buguda (nac),buguda (nac) - ward no.6,ganjam,aska,19,buguda (nac),NA,NA,NA,1685
124,124 polasara,buguda (nac),buguda (nac) - ward no.7,ganjam,aska,19,buguda (nac),NA,NA,NA,1686
124,124 polasara,buguda (nac),buguda (nac) - ward no.8,ganjam,aska,19,buguda (nac),NA,NA,NA,1687
124,124 polasara,buguda (nac),buguda (nac) - ward no.9,ganjam,aska,19,buguda (nac),NA,NA,NA,1688
124,124 polasara,polasara (nac),polasara (nac) - ward no.1,ganjam,aska,19,polasara (nac),NA,NA,NA,1689
124,124 polasara,polasara (nac),polasara (nac) - ward no.10,ganjam,aska,19,polasara (nac),NA,NA,NA,1690
124,124 polasara,polasara (nac),polasara (nac) - ward no.11,ganjam,aska,19,polasara (nac),NA,NA,NA,1691
124,124 polasara,polasara (nac),polasara (nac) - ward no.12,ganjam,aska,19,polasara (nac),NA,NA,NA,1692
124,124 polasara,polasara (nac),polasara (nac) - ward no.13,ganjam,aska,19,polasara (nac),NA,NA,NA,1693
124,124 polasara,polasara (nac),polasara (nac) - ward no. 14,ganjam,aska,19,polasara (nac),NA,NA,NA,1694
124,124 polasara,polasara (nac),polasara (nac) - ward no. 15,ganjam,aska,19,polasara (nac),NA,NA,NA,1695
124,124 polasara,polasara (nac),polasara (nac) - ward no. 16,ganjam,aska,19,polasara (nac),NA,NA,NA,1696
124,124 polasara,polasara (nac),polasara (nac) - ward no. 17,ganjam,aska,19,polasara (nac),NA,NA,NA,1697
124,124 polasara,polasara (nac),polasara (nac) - ward no. 18,ganjam,aska,19,polasara (nac),NA,NA,NA,1698
124,124 polasara,polasara (nac),polasara (nac) - ward no. 19,ganjam,aska,19,polasara (nac),NA,NA,NA,1699
124,124 polasara,polasara (nac),polasara (nac) - ward no.2,ganjam,aska,19,polasara (nac),NA,NA,NA,1700
124,124 polasara,polasara (nac),polasara (nac) - ward no.3,ganjam,aska,19,polasara (nac),NA,NA,NA,1701
124,124 polasara,polasara (nac),polasara (nac) - ward no.4,ganjam,aska,19,polasara (nac),NA,NA,NA,1702
124,124 polasara,polasara (nac),polasara (nac) - ward no.5,ganjam,aska,19,polasara (nac),NA,NA,NA,1703
124,124 polasara,polasara (nac),polasara (nac) - ward no.6,ganjam,aska,19,polasara (nac),NA,NA,NA,1704
124,124 polasara,polasara (nac),polasara (nac) - ward no.7,ganjam,aska,19,polasara (nac),NA,NA,NA,1705
124,124 polasara,polasara (nac),polasara (nac) - ward no.8,ganjam,aska,19,polasara (nac),NA,NA,NA,1706
124,124 polasara,polasara (nac),polasara (nac) - ward no.9,ganjam,aska,19,polasara (nac),NA,NA,NA,1707
125,125 kabisuryanagar,kodala (nac),kodala (nac) - ward no.1,ganjam,aska,19,kodala (nac),NA,NA,NA,1708
125,125 kabisuryanagar,kodala (nac),kodala (nac) - ward no.10,ganjam,aska,19,kodala (nac),NA,NA,NA,1709
125,125 kabisuryanagar,kodala (nac),kodala (nac) - ward no.11,ganjam,aska,19,kodala (nac),NA,NA,NA,1710
125,125 kabisuryanagar,kodala (nac),kodala (nac) - ward no.12,ganjam,aska,19,kodala (nac),NA,NA,NA,1711
125,125 kabisuryanagar,kodala (nac),kodala (nac) - ward no.13,ganjam,aska,19,kodala (nac),NA,NA,NA,1712
125,125 kabisuryanagar,kodala (nac),kodala (nac) - ward no.2,ganjam,aska,19,kodala (nac),NA,NA,NA,1713
125,125 kabisuryanagar,kodala (nac),kodala (nac) - ward no.3,ganjam,aska,19,kodala (nac),NA,NA,NA,1714
125,125 kabisuryanagar,kodala (nac),kodala (nac) - ward no.4,ganjam,aska,19,kodala (nac),NA,NA,NA,1715
125,125 kabisuryanagar,kodala (nac),kodala (nac) - ward no.5,ganjam,aska,19,kodala (nac),NA,NA,NA,1716
125,125 kabisuryanagar,kodala (nac),kodala (nac) - ward no.6,ganjam,aska,19,kodala (nac),NA,NA,NA,1717
125,125 kabisuryanagar,kodala (nac),kodala (nac) - ward no.7,ganjam,aska,19,kodala (nac),NA,NA,NA,1718
125,125 kabisuryanagar,kodala (nac),kodala (nac) - ward no.8,ganjam,aska,19,kodala (nac),NA,NA,NA,1719
125,125 kabisuryanagar,kodala (nac),kodala (nac) - ward no.9,ganjam,aska,19,kodala (nac),NA,NA,NA,1720
125,125 kabisuryanagar,kabisuryanagar (nac),kavisurjyanagar (nac) - ward no.1,ganjam,aska,19,kabisuryanagar (nac),NA,NA,NA,1721
125,125 kabisuryanagar,kabisuryanagar (nac),kavisurjyanagar (nac) - ward no.10,ganjam,aska,19,kabisuryanagar (nac),NA,NA,NA,1722
125,125 kabisuryanagar,kabisuryanagar (nac),kavisurjyanagar (nac) - ward no.11,ganjam,aska,19,kabisuryanagar (nac),NA,NA,NA,1723
125,125 kabisuryanagar,kabisuryanagar (nac),kavisurjyanagar (nac) - ward no.12,ganjam,aska,19,kabisuryanagar (nac),NA,NA,NA,1724
125,125 kabisuryanagar,kabisuryanagar (nac),kavisurjyanagar (nac) - ward no.13,ganjam,aska,19,kabisuryanagar (nac),NA,NA,NA,1725
125,125 kabisuryanagar,kabisuryanagar (nac),kavisurjyanagar (nac) - ward no.14,ganjam,aska,19,kabisuryanagar (nac),NA,NA,NA,1726
125,125 kabisuryanagar,kabisuryanagar (nac),kavisurjyanagar (nac) - ward no.15,ganjam,aska,19,kabisuryanagar (nac),NA,NA,NA,1727
125,125 kabisuryanagar,kabisuryanagar (nac),kavisurjyanagar (nac) - ward no.16,ganjam,aska,19,kabisuryanagar (nac),NA,NA,NA,1728
125,125 kabisuryanagar,kabisuryanagar (nac),kavisurjyanagar (nac) - ward no.17,ganjam,aska,19,kabisuryanagar (nac),NA,NA,NA,1729
125,125 kabisuryanagar,kabisuryanagar (nac),kavisurjyanagar (nac) - ward no.18,ganjam,aska,19,kabisuryanagar (nac),NA,NA,NA,1730
125,125 kabisuryanagar,kabisuryanagar (nac),kavisurjyanagar (nac) - ward no.2,ganjam,aska,19,kabisuryanagar (nac),NA,NA,NA,1731
125,125 kabisuryanagar,kabisuryanagar (nac),kavisurjyanagar (nac) - ward no.3,ganjam,aska,19,kabisuryanagar (nac),NA,NA,NA,1732
125,125 kabisuryanagar,kabisuryanagar (nac),kavisurjyanagar (nac) - ward no.4,ganjam,aska,19,kabisuryanagar (nac),NA,NA,NA,1733
125,125 kabisuryanagar,kabisuryanagar (nac),kavisurjyanagar (nac) - ward no.5,ganjam,aska,19,kabisuryanagar (nac),NA,NA,NA,1734
125,125 kabisuryanagar,kabisuryanagar (nac),kavisurjyanagar (nac) - ward no.6,ganjam,aska,19,kabisuryanagar (nac),NA,NA,NA,1735
125,125 kabisuryanagar,kabisuryanagar (nac),kavisurjyanagar (nac) - ward no.7,ganjam,aska,19,kabisuryanagar (nac),NA,NA,NA,1736
125,125 kabisuryanagar,kabisuryanagar (nac),kavisurjyanagar (nac) - ward no.8,ganjam,aska,19,kabisuryanagar (nac),NA,NA,NA,1737
125,125 kabisuryanagar,kabisuryanagar (nac),kavisurjyanagar (nac) - ward no.9,ganjam,aska,19,kabisuryanagar (nac),NA,NA,NA,1738
126,126 khalikote (sc),khalikote (nac),khalikote (nac) - ward no.1,ganjam,aska,19,khalikote (nac),NA,NA,NA,1739
126,126 khalikote (sc),khalikote (nac),khalikote (nac) - ward no.10,ganjam,aska,19,khalikote (nac),NA,NA,NA,1740
126,126 khalikote (sc),khalikote (nac),khalikote (nac) - ward no.11,ganjam,aska,19,khalikote (nac),NA,NA,NA,1741
126,126 khalikote (sc),khalikote (nac),khalikote (nac) - ward no.12,ganjam,aska,19,khalikote (nac),NA,NA,NA,1742
126,126 khalikote (sc),khalikote (nac),khalikote (nac) - ward no.2,ganjam,aska,19,khalikote (nac),NA,NA,NA,1743
126,126 khalikote (sc),khalikote (nac),khalikote (nac) - ward no.3,ganjam,aska,19,khalikote (nac),NA,NA,NA,1744
126,126 khalikote (sc),khalikote (nac),khalikote (nac) - ward no.4,ganjam,aska,19,khalikote (nac),NA,NA,NA,1745
126,126 khalikote (sc),khalikote (nac),khalikote (nac) - ward no.5,ganjam,aska,19,khalikote (nac),NA,NA,NA,1746
126,126 khalikote (sc),khalikote (nac),khalikote (nac) - ward no.6,ganjam,aska,19,khalikote (nac),NA,NA,NA,1747
126,126 khalikote (sc),khalikote (nac),khalikote (nac) - ward no.7,ganjam,aska,19,khalikote (nac),NA,NA,NA,1748
126,126 khalikote (sc),khalikote (nac),khalikote (nac) - ward no.8,ganjam,aska,19,khalikote (nac),NA,NA,NA,1749
126,126 khalikote (sc),khalikote (nac),khalikote (nac) - ward no.9,ganjam,aska,19,khalikote (nac),NA,NA,NA,1750
126,126 khalikote (sc),purusottampur (nac),purusottampur (nac) - ward no.1,ganjam,aska,19,purusottampur (nac),NA,NA,NA,1751
126,126 khalikote (sc),purusottampur (nac),purusottampur (nac) - ward no.10,ganjam,aska,19,purusottampur (nac),NA,NA,NA,1752
126,126 khalikote (sc),purusottampur (nac),purusottampur (nac) - ward no.11,ganjam,aska,19,purusottampur (nac),NA,NA,NA,1753
126,126 khalikote (sc),purusottampur (nac),purusottampur (nac) - ward no.12,ganjam,aska,19,purusottampur (nac),NA,NA,NA,1754
126,126 khalikote (sc),purusottampur (nac),purusottampur (nac) - ward no.13,ganjam,aska,19,purusottampur (nac),NA,NA,NA,1755
126,126 khalikote (sc),purusottampur (nac),purusottampur (nac) - ward no.14,ganjam,aska,19,purusottampur (nac),NA,NA,NA,1756
126,126 khalikote (sc),purusottampur (nac),purusottampur (nac) - ward no.2,ganjam,aska,19,purusottampur (nac),NA,NA,NA,1757
126,126 khalikote (sc),purusottampur (nac),purusottampur (nac) - ward no.3,ganjam,aska,19,purusottampur (nac),NA,NA,NA,1758
126,126 khalikote (sc),purusottampur (nac),purusottampur (nac) - ward no.4,ganjam,aska,19,purusottampur (nac),NA,NA,NA,1759
126,126 khalikote (sc),purusottampur (nac),purusottampur (nac) - ward no.5,ganjam,aska,19,purusottampur (nac),NA,NA,NA,1760
126,126 khalikote (sc),purusottampur (nac),purusottampur (nac) - ward no.6,ganjam,aska,19,purusottampur (nac),NA,NA,NA,1761
126,126 khalikote (sc),purusottampur (nac),purusottampur (nac) - ward no.7,ganjam,aska,19,purusottampur (nac),NA,NA,NA,1762
126,126 khalikote (sc),purusottampur (nac),purusottampur (nac) - ward no.8,ganjam,aska,19,purusottampur (nac),NA,NA,NA,1763
126,126 khalikote (sc),purusottampur (nac),purusottampur (nac) - ward no.9,ganjam,aska,19,purusottampur (nac),NA,NA,NA,1764
128,128 aska,aska (nac),asika (nac) - ward no.1,ganjam,aska,19,aska (nac),NA,NA,NA,1765
128,128 aska,aska (nac),asika (nac) - ward no.10,ganjam,aska,19,aska (nac),NA,NA,NA,1766
128,128 aska,aska (nac),asika (nac) - ward no.11,ganjam,aska,19,aska (nac),NA,NA,NA,1767
128,128 aska,aska (nac),asika (nac) - ward no.12,ganjam,aska,19,aska (nac),NA,NA,NA,1768
128,128 aska,aska (nac),asika (nac) - ward no.13,ganjam,aska,19,aska (nac),NA,NA,NA,1769
128,128 aska,aska (nac),asika (nac) - ward no.14,ganjam,aska,19,aska (nac),NA,NA,NA,1770
128,128 aska,aska (nac),asika (nac) - ward no.15,ganjam,aska,19,aska (nac),NA,NA,NA,1771
128,128 aska,aska (nac),asika (nac) - ward no.16,ganjam,aska,19,aska (nac),NA,NA,NA,1772
128,128 aska,aska (nac),asika (nac) - ward no.17,ganjam,aska,19,aska (nac),NA,NA,NA,1773
128,128 aska,aska (nac),asika (nac) - ward no. 18,ganjam,aska,19,aska (nac),NA,NA,NA,1774
128,128 aska,aska (nac),asika (nac) - ward no.2,ganjam,aska,19,aska (nac),NA,NA,NA,1775
128,128 aska,aska (nac),asika (nac) - ward no.3,ganjam,aska,19,aska (nac),NA,NA,NA,1776
128,128 aska,aska (nac),asika (nac) - ward no.4,ganjam,aska,19,aska (nac),NA,NA,NA,1777
128,128 aska,aska (nac),asika (nac) - ward no.5,ganjam,aska,19,aska (nac),NA,NA,NA,1778
128,128 aska,aska (nac),asika (nac) - ward no.6,ganjam,aska,19,aska (nac),NA,NA,NA,1779
128,128 aska,aska (nac),asika (nac) - ward no.7,ganjam,aska,19,aska (nac),NA,NA,NA,1780
128,128 aska,aska (nac),asika (nac) - ward no.8,ganjam,aska,19,aska (nac),NA,NA,NA,1781
128,128 aska,aska (nac),asika (nac) - ward no.9,ganjam,aska,19,aska (nac),NA,NA,NA,1782
129,129 surada,surada (nac),surada (nac) - ward no.1,ganjam,aska,19,surada (nac),NA,NA,NA,1783
129,129 surada,surada (nac),surada (nac) - ward no.10,ganjam,aska,19,surada (nac),NA,NA,NA,1784
129,129 surada,surada (nac),surada (nac) - ward no.11,ganjam,aska,19,surada (nac),NA,NA,NA,1785
129,129 surada,surada (nac),surada (nac) - ward no.2,ganjam,aska,19,surada (nac),NA,NA,NA,1786
129,129 surada,surada (nac),surada (nac) - ward no.3,ganjam,aska,19,surada (nac),NA,NA,NA,1787
129,129 surada,surada (nac),surada (nac) - ward no.4,ganjam,aska,19,surada (nac),NA,NA,NA,1788
129,129 surada,surada (nac),surada (nac) - ward no.5,ganjam,aska,19,surada (nac),NA,NA,NA,1789
129,129 surada,surada (nac),surada (nac) - ward no.6,ganjam,aska,19,surada (nac),NA,NA,NA,1790
129,129 surada,surada (nac),surada (nac) - ward no.7,ganjam,aska,19,surada (nac),NA,NA,NA,1791
129,129 surada,surada (nac),surada (nac) - ward no.8,ganjam,aska,19,surada (nac),NA,NA,NA,1792
129,129 surada,surada (nac),surada (nac) - ward no.9,ganjam,aska,19,surada (nac),NA,NA,NA,1793
129,129 surada,bellaguntha (nac),bellaguntha (nac) - ward no.1,ganjam,aska,19,bellaguntha (nac),NA,NA,NA,1794
129,129 surada,bellaguntha (nac),bellaguntha (nac) - ward no.10,ganjam,aska,19,bellaguntha (nac),NA,NA,NA,1795
129,129 surada,bellaguntha (nac),bellaguntha (nac) - ward no.11,ganjam,aska,19,bellaguntha (nac),NA,NA,NA,1796
129,129 surada,bellaguntha (nac),bellaguntha (nac) - ward no.12,ganjam,aska,19,bellaguntha (nac),NA,NA,NA,1797
129,129 surada,bellaguntha (nac),bellaguntha (nac) - ward no. 13,ganjam,aska,19,bellaguntha (nac),NA,NA,NA,1798
129,129 surada,bellaguntha (nac),bellaguntha (nac) - ward no.2,ganjam,aska,19,bellaguntha (nac),NA,NA,NA,1799
129,129 surada,bellaguntha (nac),bellaguntha (nac) - ward no.3,ganjam,aska,19,bellaguntha (nac),NA,NA,NA,1800
129,129 surada,bellaguntha (nac),bellaguntha (nac) - ward no.4,ganjam,aska,19,bellaguntha (nac),NA,NA,NA,1801
129,129 surada,bellaguntha (nac),bellaguntha (nac) - ward no.5,ganjam,aska,19,bellaguntha (nac),NA,NA,NA,1802
129,129 surada,bellaguntha (nac),bellaguntha (nac) - ward no.6,ganjam,aska,19,bellaguntha (nac),NA,NA,NA,1803
129,129 surada,bellaguntha (nac),bellaguntha (nac) - ward no.7,ganjam,aska,19,bellaguntha (nac),NA,NA,NA,1804
129,129 surada,bellaguntha (nac),bellaguntha (nac) - ward no.8,ganjam,aska,19,bellaguntha (nac),NA,NA,NA,1805
129,129 surada,bellaguntha (nac),bellaguntha (nac) - ward no.9,ganjam,aska,19,bellaguntha (nac),NA,NA,NA,1806
131,131 hinjili,hinjilicut (nac),hinjilicut (m) - ward no.1,ganjam,aska,19,hinjilicut (nac),NA,NA,NA,1807
131,131 hinjili,hinjilicut (nac),hinjilicut (m) - ward no.10,ganjam,aska,19,hinjilicut (nac),NA,NA,NA,1808
131,131 hinjili,hinjilicut (nac),hinjilicut (m) - ward no.11,ganjam,aska,19,hinjilicut (nac),NA,NA,NA,1809
131,131 hinjili,hinjilicut (nac),hinjilicut (m) - ward no.12,ganjam,aska,19,hinjilicut (nac),NA,NA,NA,1810
131,131 hinjili,hinjilicut (nac),hinjilicut (m) - ward no.13,ganjam,aska,19,hinjilicut (nac),NA,NA,NA,1811
131,131 hinjili,hinjilicut (nac),hinjilicut (m) - ward no.14,ganjam,aska,19,hinjilicut (nac),NA,NA,NA,1812
131,131 hinjili,hinjilicut (nac),hinjilicut (m) - ward no.15,ganjam,aska,19,hinjilicut (nac),NA,NA,NA,1813
131,131 hinjili,hinjilicut (nac),hinjilicut (m) - ward no.16,ganjam,aska,19,hinjilicut (nac),NA,NA,NA,1814
131,131 hinjili,hinjilicut (nac),hinjilicut (m) - ward no.17,ganjam,aska,19,hinjilicut (nac),NA,NA,NA,1815
131,131 hinjili,hinjilicut (nac),hinjilicut (m) - ward no.18,ganjam,aska,19,hinjilicut (nac),NA,NA,NA,1816
131,131 hinjili,hinjilicut (nac),hinjilicut (m) - ward no.19,ganjam,aska,19,hinjilicut (nac),NA,NA,NA,1817
131,131 hinjili,hinjilicut (nac),hinjilicut (m) - ward no.2,ganjam,aska,19,hinjilicut (nac),NA,NA,NA,1818
131,131 hinjili,hinjilicut (nac),hinjilicut (m) - ward no.20,ganjam,aska,19,hinjilicut (nac),NA,NA,NA,1819
131,131 hinjili,hinjilicut (nac),hinjilicut (m) - ward no.21,ganjam,aska,19,hinjilicut (nac),NA,NA,NA,1820
131,131 hinjili,hinjilicut (nac),hinjilicut (m) - ward no.3,ganjam,aska,19,hinjilicut (nac),NA,NA,NA,1821
131,131 hinjili,hinjilicut (nac),hinjilicut (m) - ward no.4,ganjam,aska,19,hinjilicut (nac),NA,NA,NA,1822
131,131 hinjili,hinjilicut (nac),hinjilicut (m) - ward no.5,ganjam,aska,19,hinjilicut (nac),NA,NA,NA,1823
131,131 hinjili,hinjilicut (nac),hinjilicut (m) - ward no.6,ganjam,aska,19,hinjilicut (nac),NA,NA,NA,1824
131,131 hinjili,hinjilicut (nac),hinjilicut (m) - ward no.7,ganjam,aska,19,hinjilicut (nac),NA,NA,NA,1825
131,131 hinjili,hinjilicut (nac),hinjilicut (m) - ward no.8,ganjam,aska,19,hinjilicut (nac),NA,NA,NA,1826
131,131 hinjili,hinjilicut (nac),hinjilicut (m) - ward no.9,ganjam,aska,19,hinjilicut (nac),NA,NA,NA,1827
127,127 chhatrapur (sc),chhatrapur (nac),chhatrapur (nac) - ward no.1,ganjam,berhampur,20,chhatrapur (nac),NA,NA,NA,1828
127,127 chhatrapur (sc),chhatrapur (nac),chhatrapur (nac) - ward no.10,ganjam,berhampur,20,chhatrapur (nac),NA,NA,NA,1829
127,127 chhatrapur (sc),chhatrapur (nac),chhatrapur (nac) - ward no.11,ganjam,berhampur,20,chhatrapur (nac),NA,NA,NA,1830
127,127 chhatrapur (sc),chhatrapur (nac),chhatrapur (nac) - ward no.12,ganjam,berhampur,20,chhatrapur (nac),NA,NA,NA,1831
127,127 chhatrapur (sc),chhatrapur (nac),chhatrapur (nac) - ward no. 13,ganjam,berhampur,20,chhatrapur (nac),NA,NA,NA,1832
127,127 chhatrapur (sc),chhatrapur (nac),chhatrapur (nac) - ward no. 14,ganjam,berhampur,20,chhatrapur (nac),NA,NA,NA,1833
127,127 chhatrapur (sc),chhatrapur (nac),chhatrapur (nac) - ward no.2,ganjam,berhampur,20,chhatrapur (nac),NA,NA,NA,1834
127,127 chhatrapur (sc),chhatrapur (nac),chhatrapur (nac) - ward no.3,ganjam,berhampur,20,chhatrapur (nac),NA,NA,NA,1835
127,127 chhatrapur (sc),chhatrapur (nac),chhatrapur (nac) - ward no.4,ganjam,berhampur,20,chhatrapur (nac),NA,NA,NA,1836
127,127 chhatrapur (sc),chhatrapur (nac),chhatrapur (nac) - ward no.5,ganjam,berhampur,20,chhatrapur (nac),NA,NA,NA,1837
127,127 chhatrapur (sc),chhatrapur (nac),chhatrapur (nac) - ward no.6,ganjam,berhampur,20,chhatrapur (nac),NA,NA,NA,1838
